"BehaviorSpace results (NetLogo 6.1.0)"
"Segregation2.nlogo"
"experiment3"
"11/06/2019 14:37:03:767 -0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","density","%-similar-wanted","%-similar-maximo","[step]","count turtles with [not happy?]","percent-similar","percent-unhappy"
"2156","85","6","89","4","0","49.623149394347244","0"
"2153","85","6","89","6","0","49.29129686051132","0"
"2154","85","6","89","5","0","48.97422409258285","0"
"2158","85","6","89","5","0","49.48731786292498","0"
"2159","85","6","89","4","0","49.383363946470745","0"
"2155","85","6","89","6","0","49.24807113900876","0"
"2162","85","6","90","4","0","49.36181647185275","0"
"2160","85","6","89","5","0","50.306666666666665","0"
"2164","85","6","90","4","0","48.604026845637584","0"
"2163","85","6","90","5","0","49.6801148975062","0"
"2161","85","6","90","6","0","49.203610299973455","0"
"2166","85","6","90","5","0","50.13634592910011","0"
"2167","85","6","90","6","0","49.243783645219175","0"
"2168","85","6","90","3","0","50.08630991900146","0"
"2165","85","6","90","9","0","50.13612850530901","0"
"2169","85","6","90","4","0","49.59189046866772","0"
"2170","85","6","90","4","0","49.00143584388461","0"
"2173","85","7","60","14","0","37.309310889005786","0"
"2174","85","7","60","14","0","36.58078368223296","0"
"2175","85","7","60","14","0","37.87997903563941","0"
"2172","85","7","60","17","0","36.320877972302064","0"
"2171","85","7","60","17","0","37.591815320041974","0"
"2176","85","7","60","14","0","37.256962690488706","0"
"2178","85","7","60","14","0","37.642976481172084","0"
"2177","85","7","60","16","0","36.58993576017131","0"
"2180","85","7","60","12","0","37.43068391866913","0"
"2183","85","7","61","14","0","36.91944371556022","0"
"2185","85","7","61","12","0","37.55733193552614","0"
"2179","85","7","60","16","0","36.743689061039134","0"
"2184","85","7","61","12","0","37.22532830581199","0"
"2182","85","7","61","15","0","36.764900224659705","0"
"2186","85","7","61","13","0","37.08278580814717","0"
"2181","85","7","61","18","0","37.43046357615894","0"
"2188","85","7","61","13","0","36.896915370419194","0"
"2190","85","7","61","12","0","37.640163098878695","0"
"2191","85","7","62","13","0","36.98004955013692","0"
"2189","85","7","61","13","0","37.23068838675775","0"
"2193","85","7","62","12","0","36.55488971056994","0"
"2194","85","7","62","12","0","36.74714434060228","0"
"2192","85","7","62","17","0","37.25540679711637","0"
"2196","85","7","62","12","0","37.47827249632304","0"
"2198","85","7","62","12","0","37.45444729383183","0"
"2201","85","7","63","10","0","39.632716853347226","0"
"2199","85","7","62","14","0","36.70869451011295","0"
"2195","85","7","62","15","0","36.63848321803741","0"
"2197","85","7","62","17","0","36.97984820727559","0"
"2200","85","7","62","18","0","37.052821903654916","0"
"2204","85","7","63","8","0","39.81493548807507","0"
"2202","85","7","63","12","0","40.069641475367554","0"
"2203","85","7","63","12","0","40.42077580539119","0"
"2205","85","7","63","10","0","40.63622370446382","0"
"2206","85","7","63","14","0","40.10449853447177","0"
"2208","85","7","63","9","0","40.08134347940173","0"
"2207","85","7","63","13","0","39.9744081893794","0"
"2209","85","7","63","10","0","39.83258209916291","0"
"2210","85","7","63","10","0","40.581395348837205","0"
"2211","85","7","64","11","0","40.30734349414284","0"
"2212","85","7","64","12","0","39.89457444073026","0"
"2214","85","7","64","9","0","39.54656704882133","0"
"2213","85","7","64","12","0","40.25637705554836","0"
"2187","85","7","61","62","0","36.46686031159229","0"
"2216","85","7","64","10","0","40.62011464304325","0"
"2217","85","7","64","10","0","40.73836687604153","0"
"2215","85","7","64","12","0","40.073904179408764","0"
"2220","85","7","64","9","0","40.02572347266881","0"
"2218","85","7","64","12","0","39.92669197538945","0"
"2221","85","7","65","9","0","40.142210730446024","0"
"2219","85","7","64","10","0","40.10647737355812","0"
"2222","85","7","65","8","0","40.01312335958006","0"
"2224","85","7","65","10","0","40.16616902505517","0"
"2223","85","7","65","8","0","40.50711966025481","0"
"2226","85","7","65","11","0","40.11605415860735","0"
"2225","85","7","65","12","0","40.33634857943687","0"
"2228","85","7","65","10","0","40.387783550880755","0"
"2230","85","7","65","10","0","40.264747461765836","0"
"2229","85","7","65","11","0","40.417579584998066","0"
"2227","85","7","65","12","0","40.57553956834533","0"
"2232","85","7","66","11","0","39.74171215550526","0"
"2233","85","7","66","8","0","40.20828041656083","0"
"2231","85","7","66","17","0","40.27632950990615","0"
"2235","85","7","66","10","0","40.124160648676046","0"
"2237","85","7","66","12","0","39.95813162370796","0"
"2236","85","7","66","12","0","40.210283369662775","0"
"2238","85","7","66","9","0","40.448858506384624","0"
"2234","85","7","66","15","0","39.786177930507826","0"
"2241","85","7","67","6","0","41.270048246185944","0"
"2240","85","7","66","12","0","40.223605640960486","0"
"2243","85","7","67","7","0","41.799425437451035","0"
"2242","85","7","67","9","0","41.16319213915814","0"
"2244","85","7","67","8","0","41.19553941908713","0"
"2246","85","7","67","7","0","41.28949065119278","0"
"2239","85","7","66","17","0","40.12321909896034","0"
"2245","85","7","67","11","0","41.31589172386996","0"
"2247","85","7","67","6","0","41.398963730569946","0"
"2249","85","7","67","7","0","41.23431233018502","0"
"2248","85","7","67","6","0","41.15349563858873","0"
"2253","85","7","68","7","0","41.73071826133051","0"
"2250","85","7","67","10","0","41.640946502057616","0"
"2251","85","7","68","9","0","41.4397662372161","0"
"2252","85","7","68","7","0","41.40110953425364","0"
"2254","85","7","68","8","0","41.988806455811535","0"
"2255","85","7","68","9","0","41.72247522100187","0"
"2256","85","7","68","9","0","41.697810998398296","0"
"2257","85","7","68","7","0","41.327124563445864","0"
"2258","85","7","68","7","0","41.369863013698634","0"
"2260","85","7","68","8","0","41.57799117570724","0"
"2259","85","7","68","8","0","40.829552819183405","0"
"2263","85","7","69","8","0","41.33384536610343","0"
"2261","85","7","69","7","0","41.54929577464789","0"
"2264","85","7","69","9","0","41.22098242913941","0"
"2265","85","7","69","9","0","41.51970954356847","0"
"2266","85","7","69","7","0","41.55710234596546","0"
"2262","85","7","69","15","0","41.33368616035988","0"
"2268","85","7","69","7","0","41.66341272940258","0"
"2270","85","7","69","7","0","41.83210068768652","0"
"2267","85","7","69","10","0","40.93907644547924","0"
"2269","85","7","69","10","0","41.51699185941336","0"
"2272","85","7","70","8","0","41.486592033324655","0"
"2273","85","7","70","8","0","41.4444732073518","0"
"2271","85","7","70","10","0","41.515502380033446","0"
"2274","85","7","70","9","0","41.875332978156635","0"
"2275","85","7","70","9","0","41.61581321305386","0"
"2280","85","7","70","5","0","42.08798424162837","0"
"2277","85","7","70","9","0","41.5279390889147","0"
"2279","85","7","70","7","0","41.74365647364996","0"
"2278","85","7","70","11","0","41.35952046932789","0"
"2281","85","7","71","8","0","41.49776256909713","0"
"2282","85","7","71","7","0","41.53210179563364","0"
"2276","85","7","70","15","0","41.577574967405475","0"
"2285","85","7","71","9","0","40.9085076350571","0"
"2283","85","7","71","12","0","41.144878176578466","0"
"2287","85","7","71","6","0","41.72117481082467","0"
"2284","85","7","71","12","0","41.82821928360509","0"
"2288","85","7","71","10","0","41.59422228166377","0"
"2290","85","7","71","11","0","41.42103230789033","0"
"2289","85","7","71","13","0","41.848673946957874","0"
"2291","85","7","72","8","0","44.010784439594296","0"
"2292","85","7","72","9","0","43.95746887966805","0"
"2286","85","7","71","19","0","41.66775584890864","0"
"2294","85","7","72","7","0","43.14964610717897","0"
"2293","85","7","72","10","0","44.172832980972515","0"
"2295","85","7","72","9","0","43.44315666102357","0"
"2297","85","7","72","6","0","43.729903536977496","0"
"2296","85","7","72","7","0","43.81124290871583","0"
"2298","85","7","72","6","0","43.670076726342714","0"
"2301","85","7","73","6","0","44.083258383656684","0"
"2299","85","7","72","7","0","43.68448637316562","0"
"2302","85","7","73","8","0","43.70310825294748","0"
"2300","85","7","72","9","0","43.2947232947233","0"
"2303","85","7","73","8","0","43.47882065147419","0"
"2304","85","7","73","7","0","43.03748047891723","0"
"2306","85","7","73","7","0","44.116129032258065","0"
"2305","85","7","73","8","0","43.32947381963206","0"
"2307","85","7","73","7","0","43.900543900543894","0"
"2309","85","7","73","6","0","42.972620599739244","0"
"2310","85","7","73","6","0","43.12128264804758","0"
"2308","85","7","73","8","0","43.313268777806854","0"
"2313","85","7","74","4","0","43.28358208955223","0"
"2312","85","7","74","7","0","43.53348729792148","0"
"2311","85","7","74","10","0","43.59407484407484","0"
"2314","85","7","74","8","0","43.54291677537177","0"
"2315","85","7","74","8","0","43.78357133499279","0"
"2317","85","7","74","7","0","44.269572235673934","0"
"2321","85","7","75","4","0","45.82047325102881","0"
"2318","85","7","74","11","0","43.519853230245054","0"
"2319","85","7","74","10","0","43.7082624067042","0"
"2320","85","7","74","9","0","43.44404428438042","0"
"2322","85","7","75","6","0","45.32065872272058","0"
"2316","85","7","74","15","0","43.264721208963","0"
"2324","85","7","75","6","0","45.93008087659797","0"
"2323","85","7","75","9","0","45.16836537221004","0"
"2325","85","7","75","7","0","45.778757618985864","0"
"2328","85","7","75","6","0","46.04730171174703","0"
"2327","85","7","75","7","0","45.268034414295165","0"
"2330","85","7","75","5","0","45.12861522057843","0"
"2326","85","7","75","8","0","45.484379102126546","0"
"2329","85","7","75","6","0","45.48204656056819","0"
"2331","85","7","76","6","0","45.86086280606296","0"
"2332","85","7","76","6","0","45.77070063694267","0"
"2334","85","7","76","6","0","45.33006071566981","0"
"2337","85","7","76","6","0","45.70978745736027","0"
"2338","85","7","76","6","0","45.12974312165863","0"
"2335","85","7","76","7","0","45.50576184379001","0"
"2333","85","7","76","9","0","45.482825664290345","0"
"2336","85","7","76","8","0","45.61742717195153","0"
"2339","85","7","76","8","0","45.68393094289508","0"
"2340","85","7","76","7","0","45.70978745736027","0"
"2345","85","7","77","4","0","46.15283093572654","0"
"2344","85","7","77","6","0","45.61251086012164","0"
"2347","85","7","77","5","0","46.015858572728455","0"
"2341","85","7","77","8","0","46.01150287571893","0"
"2346","85","7","77","8","0","46.04954367666232","0"
"2343","85","7","77","9","0","45.57482337829158","0"
"2342","85","7","77","10","0","45.12319024638049","0"
"2349","85","7","77","5","0","45.77777777777778","0"
"2348","85","7","77","9","0","45.2837522674268","0"
"2351","85","7","78","5","0","46.066838046272494","0"
"2350","85","7","77","7","0","45.41450777202073","0"
"2354","85","7","78","5","0","45.44736842105263","0"
"2353","85","7","78","6","0","44.78105569519778","0"
"2355","85","7","78","5","0","45.760327407596876","0"
"2356","85","7","78","4","0","45.24951393389501","0"
"2352","85","7","78","8","0","45.06802721088435","0"
"2358","85","7","78","6","0","46.066684032300074","0"
"2357","85","7","78","7","0","44.85501667949705","0"
"2363","85","7","79","5","0","45.8192237561865","0"
"2361","85","7","79","5","0","44.856336582863","0"
"2360","85","7","78","7","0","45.47563805104408","0"
"2364","85","7","79","7","0","45.676913015042516","0"
"2362","85","7","79","8","0","45.67053854276663","0"
"2365","85","7","79","6","0","45.20922956589754","0"
"2359","85","7","78","11","0","45.6547384978372","0"
"2366","85","7","79","5","0","45.635128071092524","0"
"2368","85","7","79","5","0","45.68148444800427","0"
"2371","85","7","80","5","0","46.50118827567996","0"
"2367","85","7","79","9","0","45.665878644602046","0"
"2372","85","7","80","5","0","45.72372769332452","0"
"2370","85","7","79","8","0","45.18684801267662","0"
"2369","85","7","79","9","0","45.15063424947146","0"
"2373","85","7","80","7","0","45.45454545454545","0"
"2375","85","7","80","6","0","46.18622448979592","0"
"2374","85","7","80","8","0","46.65232249082394","0"
"2376","85","7","80","6","0","45.614035087719294","0"
"2377","85","7","80","6","0","45.88900308324769","0"
"2378","85","7","80","7","0","45.808268270830666","0"
"2379","85","7","80","6","0","45.293569431500465","0"
"2380","85","7","80","5","0","45.65614401252282","0"
"2381","85","7","81","6","0","45.7742782152231","0"
"2382","85","7","81","6","0","46.09739826551034","0"
"2383","85","7","81","7","0","46.318382162302306","0"
"2384","85","7","81","7","0","46.299908960853166","0"
"2386","85","7","81","7","0","46.98281603836419","0"
"2387","85","7","81","7","0","45.88862867551392","0"
"2389","85","7","81","6","0","46.168003154988824","0"
"2388","85","7","81","7","0","46.14879074658255","0"
"2385","85","7","81","10","0","45.832809553739786","0"
"2391","85","7","82","6","0","46.34083268683734","0"
"2390","85","7","81","8","0","46.26389066291991","0"
"2392","85","7","82","7","0","45.62053453294522","0"
"2396","85","7","82","4","0","46.84183277245664","0"
"2395","85","7","82","6","0","45.92741935483871","0"
"2393","85","7","82","7","0","45.89517929856824","0"
"2398","85","7","82","5","0","45.82235108065366","0"
"2394","85","7","82","10","0","46.139919824130345","0"
"2399","85","7","82","6","0","46.06697307944846","0"
"2400","85","7","82","6","0","45.616883116883116","0"
"2397","85","7","82","9","0","45.85542480279322","0"
"2403","85","7","83","5","0","46.579634464751955","0"
"2402","85","7","83","6","0","46.47027600849257","0"
"2401","85","7","83","7","0","45.843664361216234","0"
"2404","85","7","83","4","0","45.76249188838417","0"
"2405","85","7","83","6","0","46.66066143353494","0"
"2406","85","7","83","6","0","45.91253489299481","0"
"2407","85","7","83","5","0","46.507688298149596","0"
"2408","85","7","83","5","0","46.61243167662387","0"
"2409","85","7","83","5","0","45.72721396250808","0"
"2412","85","7","84","4","0","47.76480064438179","0"
"2411","85","7","84","7","0","46.86015153460896","0"
"2410","85","7","83","8","0","45.99312351229833","0"
"2418","85","7","84","3","0","47.32735076082716","0"
"2413","85","7","84","6","0","47.129743800520615","0"
"2414","85","7","84","5","0","48.21499143722829","0"
"2417","85","7","84","4","0","47.42348940622548","0"
"2415","85","7","84","6","0","46.92917618599651","0"
"2416","85","7","84","6","0","47.254034357105674","0"
"2419","85","7","84","4","0","47.80684104627767","0"
"2420","85","7","84","4","0","47.5808572179858","0"
"2423","85","7","85","4","0","47.20593982024228","0"
"2424","85","7","85","5","0","48.11494858950699","0"
"2422","85","7","85","6","0","47.24837554700968","0"
"2421","85","7","85","6","0","47.53677959238763","0"
"2425","85","7","85","5","0","47.53884319101711","0"
"2426","85","7","85","4","0","47.394411955815464","0"
"2428","85","7","85","5","0","47.53030105564968","0"
"2427","85","7","85","6","0","47.996296786139396","0"
"2429","85","7","85","4","0","47.08744247205786","0"
"2430","85","7","85","5","0","47.52012464294989","0"
"2434","85","7","86","5","0","49.64160041704679","0"
"2432","85","7","86","6","0","48.85989192039014","0"
"2431","85","7","86","6","0","48.577854213520304","0"
"2435","85","7","86","3","0","49.27710843373494","0"
"2433","85","7","86","6","0","49.28811804297178","0"
"2437","85","7","86","4","0","49.12398921832884","0"
"2436","85","7","86","4","0","48.959445037353255","0"
"2438","85","7","86","4","0","48.87168722120178","0"
"2441","85","7","87","4","0","49.33914702275514","0"
"2443","85","7","87","4","0","48.78685103052439","0"
"2442","85","7","87","5","0","48.12961011591149","0"
"2440","85","7","86","6","0","49.4436251508245","0"
"2444","85","7","87","4","0","48.32285115303983","0"
"2439","85","7","86","6","0","49.43717277486911","0"
"2446","85","7","87","3","0","48.310354149770205","0"
"2447","85","7","87","3","0","48.488402397706544","0"
"2445","85","7","87","7","0","48.4348616703468","0"
"2449","85","7","87","4","0","48.75435306723815","0"
"2451","85","7","88","4","0","49.07235621521336","0"
"2450","85","7","87","4","0","48.96728672225786","0"
"2448","85","7","87","5","0","48.455832771409305","0"
"2452","85","7","88","5","0","49.51585090860856","0"
"2453","85","7","88","4","0","49.33103722347331","0"
"2454","85","7","88","4","0","48.85347842984842","0"
"2457","85","7","88","4","0","49.43181818181818","0"
"2458","85","7","88","5","0","48.84701541705099","0"
"2455","85","7","88","5","0","49.692287547466286","0"
"2459","85","7","88","5","0","49.72222222222222","0"
"2456","85","7","88","6","0","48.75449580391634","0"
"2461","85","7","89","5","0","49.63116345282775","0"
"2460","85","7","88","6","0","49.33000525486075","0"
"2463","85","7","89","3","0","49.405548216644654","0"
"2462","85","7","89","7","0","49.34255117256337","0"
"2467","85","7","89","4","0","49.72599164926931","0"
"2464","85","7","89","6","0","49.04025593175153","0"
"2466","85","7","89","6","0","49.08244680851064","0"
"2468","85","7","89","5","0","49.247874427730544","0"
"2465","85","7","89","7","0","48.9926039275695","0"
"2469","85","7","89","5","0","49.43970117395944","0"
"2470","85","7","89","5","0","48.73367102106105","0"
"2472","85","7","90","3","0","49.55279668936057","0"
"2471","85","7","90","5","0","49.37053861129137","0"
"2474","85","7","90","4","0","50.62458908612755","0"
"2473","85","7","90","5","0","48.888888888888886","0"
"2476","85","7","90","4","0","49.460647223331996","0"
"2475","85","7","90","5","0","49.43878209263321","0"
"2478","85","7","90","5","0","49.39759036144578","0"
"2479","85","7","90","6","0","49.511527940601795","0"
"2477","85","7","90","8","0","49.77795193312435","0"
"2480","85","7","90","7","0","50.57799714248604","0"
"2482","85","8","60","12","0","37.25642018324945","0"
"2483","85","8","60","12","0","36.78902783380396","0"
"2487","85","8","60","11","0","36.711974110032365","0"
"2484","85","8","60","15","0","37.17331946430893","0"
"2485","85","8","60","14","0","37.03558346415489","0"
"2486","85","8","60","13","0","36.752465104366756","0"
"2481","85","8","60","18","0","37.0521065756661","0"
"2488","85","8","60","15","0","36.92891739756512","0"
"2489","85","8","60","11","0","36.897274633123686","0"
"2494","85","8","61","12","0","36.760489966119366","0"
"2490","85","8","60","16","0","36.42989663397827","0"
"2491","85","8","61","14","0","36.49530271398748","0"
"2493","85","8","61","14","0","37.121114407326196","0"
"2492","85","8","61","15","0","37.075961154715976","0"
"2497","85","8","61","9","0","37.463389787342415","0"
"2495","85","8","61","16","0","37.537498369636104","0"
"2496","85","8","61","13","0","37.236655034251","0"
"2498","85","8","61","12","0","37.89737501648859","0"
"2499","85","8","61","12","0","37.55334281650071","0"
"2502","85","8","62","13","0","36.70688984040483","0"
"2504","85","8","62","11","0","37.080254116426815","0"
"2500","85","8","61","16","0","37.31419133528141","0"
"2501","85","8","62","16","0","36.62918443841282","0"
"2505","85","8","62","14","0","36.95451549110086","0"
"2503","85","8","62","17","0","36.2477695641091","0"
"2506","85","8","62","13","0","36.8495987574424","0"
"2511","85","8","63","10","0","40.279022142582875","0"
"2512","85","8","63","9","0","40.03556458783183","0"
"2510","85","8","62","13","0","37.21913825006609","0"
"2509","85","8","62","15","0","37.4140488067952","0"
"2507","85","8","62","18","0","36.75869120654397","0"
"2513","85","8","63","12","0","39.65077746622483","0"
"2514","85","8","63","10","0","39.935064935064936","0"
"2508","85","8","62","27","0","37.236962488563584","0"
"2517","85","8","63","11","0","39.73015457165313","0"
"2515","85","8","63","13","0","40.31925849639546","0"
"2518","85","8","63","10","0","40.533264966029996","0"
"2516","85","8","63","13","0","39.815416612504876","0"
"2519","85","8","63","10","0","40.54331112250128","0"
"2520","85","8","63","13","0","39.506651168797625","0"
"2521","85","8","64","15","0","40.11313962458215","0"
"2525","85","8","64","7","0","40.826467895906895","0"
"2524","85","8","64","9","0","40.36448235750291","0"
"2523","85","8","64","10","0","40.20578275592602","0"
"2522","85","8","64","11","0","40.60475161987041","0"
"2526","85","8","64","13","0","40.053660406285935","0"
"2528","85","8","64","10","0","40.547357800479254","0"
"2527","85","8","64","13","0","39.62117280747275","0"
"2529","85","8","64","9","0","40.12433622587748","0"
"2530","85","8","64","8","0","40.53288711545888","0"
"2533","85","8","65","12","0","40.04471330878485","0"
"2532","85","8","65","13","0","40.341057016401976","0"
"2531","85","8","65","15","0","40.64757481940144","0"
"2534","85","8","65","10","0","39.976854828339974","0"
"2535","85","8","65","10","0","39.98955204388142","0"
"2536","85","8","65","11","0","39.886480908152734","0"
"2537","85","8","65","13","0","39.96979612383589","0"
"2538","85","8","65","14","0","40.32014116460802","0"
"2539","85","8","65","10","0","39.75378302128751","0"
"2540","85","8","65","9","0","40.119063025753846","0"
"2541","85","8","66","9","0","40.789815536502985","0"
"2542","85","8","66","9","0","40.028920730905746","0"
"2544","85","8","66","8","0","39.91924980463663","0"
"2543","85","8","66","11","0","39.714322152786636","0"
"2545","85","8","66","8","0","41.00958466453674","0"
"2546","85","8","66","10","0","39.80203177910914","0"
"2548","85","8","66","8","0","40.236912495223535","0"
"2549","85","8","66","9","0","40.74505238649593","0"
"2551","85","8","67","9","0","41.95620820768323","0"
"2552","85","8","67","9","0","41.5054050447084","0"
"2547","85","8","66","13","0","40.26565464895636","0"
"2550","85","8","66","12","0","40.300201816347126","0"
"2553","85","8","67","9","0","41.03523944752808","0"
"2555","85","8","67","9","0","40.81684424150178","0"
"2556","85","8","67","8","0","41.24709527498063","0"
"2554","85","8","67","10","0","41.64463246959281","0"
"2557","85","8","67","7","0","41.286612277651464","0"
"2561","85","8","68","6","0","41.45676447675928","0"
"2560","85","8","67","8","0","40.93331600155986","0"
"2559","85","8","67","9","0","41.92538481607097","0"
"2558","85","8","67","10","0","41.1424819435325","0"
"2562","85","8","68","6","0","41.659152389540125","0"
"2563","85","8","68","6","0","41.76186849454176","0"
"2565","85","8","68","7","0","41.62126245847176","0"
"2566","85","8","68","6","0","41.53866180682114","0"
"2568","85","8","68","6","0","41.097145849698876","0"
"2567","85","8","68","10","0","41.10040902493733","0"
"2564","85","8","68","15","0","41.52442996742671","0"
"2571","85","8","69","8","0","41.555318011758416","0"
"2569","85","8","68","13","0","41.34280180761782","0"
"2573","85","8","69","7","0","41.34728580771746","0"
"2572","85","8","69","8","0","41.5630318104464","0"
"2574","85","8","69","8","0","41.25033395671921","0"
"2570","85","8","68","13","0","41.935483870967744","0"
"2575","85","8","69","9","0","41.417614387728115","0"
"2577","85","8","69","7","0","41.443433029908974","0"
"2580","85","8","69","6","0","41.297858533419856","0"
"2576","85","8","69","10","0","41.48391332895601","0"
"2579","85","8","69","8","0","41.87451787091797","0"
"2581","85","8","70","8","0","41.2390077437984","0"
"2578","85","8","69","13","0","41.34788189987163","0"
"2582","85","8","70","12","0","42.06328788268587","0"
"2583","85","8","70","9","0","42.0364500792393","0"
"2584","85","8","70","8","0","41.16191220528852","0"
"2585","85","8","70","7","0","41.37173856884526","0"
"2588","85","8","70","5","0","41.996830427892235","0"
"2586","85","8","70","9","0","41.20177267987487","0"
"2587","85","8","70","10","0","41.3704606698319","0"
"2590","85","8","70","6","0","42.294232015554115","0"
"2589","85","8","70","8","0","40.95487246566383","0"
"2591","85","8","71","8","0","41.390728476821195","0"
"2592","85","8","71","9","0","41.339700567888485","0"
"2596","85","8","71","7","0","41.693270335844716","0"
"2594","85","8","71","10","0","41.326800847457626","0"
"2595","85","8","71","8","0","41.988665636269964","0"
"2593","85","8","71","10","0","41.55387818844352","0"
"2598","85","8","71","9","0","40.96874577188473","0"
"2599","85","8","71","6","0","41.59141473629106","0"
"2602","85","8","72","5","0","43.84095634095634","0"
"2601","85","8","72","6","0","43.49077587334816","0"
"2600","85","8","71","7","0","41.71995302101005","0"
"2604","85","8","72","7","0","43.82094943240455","0"
"2603","85","8","72","10","0","43.68338965427606","0"
"2609","85","8","72","6","0","44.234884965222044","0"
"2597","85","8","71","18","0","41.48578811369509","0"
"2606","85","8","72","9","0","43.28358208955223","0"
"2605","85","8","72","10","0","43.54633401221996","0"
"2607","85","8","72","9","0","43.98950131233596","0"
"2610","85","8","72","7","0","43.01954272576319","0"
"2611","85","8","73","5","0","43.76531270148292","0"
"2608","85","8","72","11","0","43.05788320226892","0"
"2612","85","8","73","7","0","43.60005187394631","0"
"2613","85","8","73","7","0","43.71839751069623","0"
"2614","85","8","73","7","0","43.52411575562701","0"
"2615","85","8","73","7","0","43.944820267940045","0"
"2616","85","8","73","8","0","43.04099774446066","0"
"2618","85","8","73","8","0","43.131616782119984","0"
"2617","85","8","73","9","0","43.51507376523413","0"
"2619","85","8","73","9","0","43.93586759762089","0"
"2621","85","8","74","8","0","43.795434255834714","0"
"2624","85","8","74","7","0","43.400851503031866","0"
"2622","85","8","74","9","0","43.994304944343774","0"
"2623","85","8","74","10","0","43.181523290515116","0"
"2625","85","8","74","8","0","43.81848652829702","0"
"2626","85","8","74","7","0","43.9794032215474","0"
"2627","85","8","74","7","0","43.401378234299834","0"
"2620","85","8","73","17","0","43.11196487376509","0"
"2630","85","8","74","6","0","44.140416444207155","0"
"2631","85","8","75","5","0","45.2813525107242","0"
"2628","85","8","74","8","0","43.0992109688268","0"
"2632","85","8","75","5","0","45.58804418453541","0"
"2629","85","8","74","8","0","43.65110500850006","0"
"2634","85","8","75","6","0","45.387550993551784","0"
"2633","85","8","75","6","0","45.99536440896214","0"
"2636","85","8","75","4","0","45.58145491803279","0"
"2638","85","8","75","4","0","45.667016806722685","0"
"2637","85","8","75","5","0","45.276453151179275","0"
"2635","85","8","75","7","0","45.68148444800427","0"
"2639","85","8","75","7","0","45.724859622256254","0"
"2641","85","8","76","6","0","45.12024430589133","0"
"2640","85","8","75","8","0","45.17359786341091","0"
"2644","85","8","76","5","0","46.7876915153856","0"
"2643","85","8","76","6","0","45.8328063740989","0"
"2645","85","8","76","5","0","45.930909561392156","0"
"2642","85","8","76","7","0","45.60935315796162","0"
"2646","85","8","76","5","0","46.20327868852459","0"
"2648","85","8","76","5","0","46.11385824774946","0"
"2647","85","8","76","6","0","45.073510446221306","0"
"2649","85","8","76","7","0","45.36298234139961","0"
"2652","85","8","77","6","0","45.26558891454965","0"
"2650","85","8","76","7","0","45.145825009988016","0"
"2654","85","8","77","6","0","45.19650655021834","0"
"2653","85","8","77","6","0","45.04275788348477","0"
"2651","85","8","77","9","0","45.58709677419355","0"
"2656","85","8","77","6","0","45.530726256983236","0"
"2655","85","8","77","8","0","45.58127301420305","0"
"2658","85","8","77","5","0","45.38666666666666","0"
"2657","85","8","77","6","0","45.49255291350928","0"
"2659","85","8","77","6","0","45.406892936705546","0"
"2660","85","8","77","6","0","45.51661942798248","0"
"2661","85","8","78","7","0","45.74525020069575","0"
"2664","85","8","78","5","0","45.15669515669516","0"
"2662","85","8","78","8","0","45.66407742264103","0"
"2663","85","8","78","6","0","45.189657435358974","0"
"2665","85","8","78","6","0","46.07091830107806","0"
"2669","85","8","78","4","0","45.68987833290189","0"
"2668","85","8","78","7","0","45.42819499341238","0"
"2667","85","8","78","9","0","45.66645202833226","0"
"2666","85","8","78","8","0","46.104990278677896","0"
"2673","85","8","79","5","0","45.28448947778644","0"
"2670","85","8","78","7","0","45.840255591054316","0"
"2671","85","8","79","6","0","46.01686972820993","0"
"2672","85","8","79","7","0","45.2947259565667","0"
"2677","85","8","79","4","0","45.36324507630103","0"
"2676","85","8","79","5","0","45.83766909469303","0"
"2675","85","8","79","6","0","45.49373040752351","0"
"2674","85","8","79","7","0","45.43263131184979","0"
"2679","85","8","79","5","0","45.313112825205906","0"
"2680","85","8","79","5","0","45.58389950006409","0"
"2678","85","8","79","7","0","45.26824174389766","0"
"2681","85","8","80","7","0","46.40156453715776","0"
"2682","85","8","80","5","0","45.92056845577972","0"
"2684","85","8","80","5","0","45.905739863085834","0"
"2685","85","8","80","5","0","46.393762183235864","0"
"2686","85","8","80","4","0","46.09090909090909","0"
"2683","85","8","80","6","0","45.8208761211491","0"
"2687","85","8","80","5","0","45.94665615556431","0"
"2688","85","8","80","6","0","45.63682219419925","0"
"2689","85","8","80","4","0","46.225042972365465","0"
"2691","85","8","81","5","0","45.74803149606299","0"
"2690","85","8","80","5","0","45.649054142204825","0"
"2693","85","8","81","6","0","46.06771887225145","0"
"2694","85","8","81","5","0","46.01139601139601","0"
"2692","85","8","81","6","0","46.135800860159","0"
"2695","85","8","81","5","0","45.83110636023517","0"
"2697","85","8","81","5","0","45.47157190635451","0"
"2696","85","8","81","6","0","45.74845577605467","0"
"2698","85","8","81","5","0","46.12052490763154","0"
"2703","85","8","82","4","0","45.95800524934383","0"
"2699","85","8","81","6","0","46.15384615384615","0"
"2702","85","8","82","5","0","46.18387400726881","0"
"2701","85","8","82","6","0","46.9854998728059","0"
"2700","85","8","81","8","0","46.26230380420325","0"
"2704","85","8","82","5","0","45.551839464882946","0"
"2705","85","8","82","5","0","46.572134772993365","0"
"2706","85","8","82","7","0","46.2545835515977","0"
