"BehaviorSpace results (NetLogo 6.1.0)"
"Segregation2.nlogo"
"experiment2"
"11/06/2019 12:49:50:393 -0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","density","%-similar-wanted","[step]","count turtles with [not happy?]","percent-similar","percent-unhappy"
"4166","88","18","7","0","55.61881188118812","0"
"4168","88","18","5","0","55.44344793223716","0"
"4167","88","18","7","0","57.80689825689208","0"
"4169","88","18","6","0","57.23199800324473","0"
"4170","88","18","7","0","57.831325301204814","0"
"4171","88","19","8","0","57.123589995095635","0"
"4174","88","19","5","0","56.90202785243098","0"
"4172","88","19","7","0","57.079537059837484","0"
"4173","88","19","8","0","56.053192823986954","0"
"4175","88","19","7","0","56.28815628815629","0"
"4176","88","19","6","0","55.01332041656576","0"
"4177","88","19","6","0","55.56772544724352","0"
"4079","87","60","143","0","97.47327502429543","0"
"4178","88","19","7","0","57.195983637039795","0"
"4181","88","20","6","0","56.11145510835913","0"
"4179","88","19","9","0","56.91863385233551","0"
"4080","87","60","145","0","97.32043170822479","0"
"4180","88","19","9","0","56.64275111331024","0"
"4182","88","20","7","0","55.83674482074185","0"
"4185","88","20","7","0","57.62164846077458","0"
"4183","88","20","9","0","57.183411503332515","0"
"4186","88","20","5","0","55.611431374954","0"
"4189","88","20","5","0","55.826129307195906","0"
"4187","88","20","8","0","55.85854812601171","0"
"4184","88","20","11","0","56.83976810164055","0"
"4190","88","20","7","0","58.014985873971256","0"
"4188","88","20","10","0","57.413439498130046","0"
"4191","88","21","6","0","56.11757501530925","0"
"4192","88","21","7","0","57.858546168958746","0"
"4194","88","21","7","0","56.68242906918866","0"
"4195","88","21","7","0","56.717141126589944","0"
"4193","88","21","12","0","57.51962708537782","0"
"4196","88","21","9","0","59.805729743022255","0"
"4198","88","21","7","0","56.748731906470375","0"
"4197","88","21","9","0","57.40196078431372","0"
"4199","88","21","8","0","57.27182785060598","0"
"4201","88","22","6","0","56.32411067193676","0"
"4200","88","21","8","0","58.811197434948824","0"
"4202","88","22","6","0","56.485407832377156","0"
"4203","88","22","6","0","55.71393462767264","0"
"4205","88","22","7","0","56.95652173913044","0"
"4206","88","22","6","0","56.58324265505985","0"
"4204","88","22","8","0","58.68089233753637","0"
"4207","88","22","8","0","56.85936151855048","0"
"4208","88","22","7","0","56.49957519116398","0"
"4210","88","22","7","0","58.21619604428412","0"
"4211","88","23","7","0","56.583541147132166","0"
"4212","88","23","8","0","57.336483461825416","0"
"4214","88","23","7","0","56.12358853455763","0"
"4213","88","23","8","0","56.927930114049985","0"
"4209","88","22","13","0","58.379992534527815","0"
"4216","88","23","7","0","57.111623952386736","0"
"4215","88","23","8","0","58.171677982541226","0"
"4217","88","23","7","0","57.176558231934436","0"
"4218","88","23","7","0","57.65293687545699","0"
"4219","88","23","5","0","58.336378029472655","0"
"4222","88","24","6","0","56.99056488175469","0"
"4223","88","24","7","0","57.16748768472907","0"
"4221","88","24","10","0","57.88679245283019","0"
"4224","88","24","9","0","57.39754859477528","0"
"4225","88","24","8","0","57.02398433675967","0"
"4220","88","23","12","0","58.104828925018204","0"
"4227","88","24","7","0","56.68225449175486","0"
"4226","88","24","8","0","56.9713642615981","0"
"4228","88","24","6","0","56.933772411269665","0"
"4233","88","25","6","0","57.91927370874739","0"
"4230","88","24","9","0","57.56743256743256","0"
"4231","88","25","8","0","57.7780545522481","0"
"4229","88","24","11","0","56.961710591745394","0"
"4232","88","25","8","0","55.1306641093263","0"
"4236","88","25","6","0","55.7732337455614","0"
"4235","88","25","8","0","57.02766406153083","0"
"4234","88","25","11","0","56.93204365079365","0"
"4238","88","25","6","0","55.88595203132648","0"
"4237","88","25","8","0","58.87827273855317","0"
"4240","88","25","7","0","57.2633192794174","0"
"4239","88","25","8","0","56.577017114914426","0"
"4243","88","26","11","0","67.9415347137637","0"
"4241","88","26","13","0","65.36500435269245","0"
"4245","88","26","10","0","64.37042644461268","0"
"4242","88","26","16","0","65.88953995761126","0"
"4244","88","26","15","0","65.08393886244049","0"
"4246","88","26","12","0","65.86441532258065","0"
"4248","88","26","12","0","65.16729991420517","0"
"4250","88","26","14","0","67.44158034208625","0"
"4249","88","26","17","0","67.45206166186239","0"
"4247","88","26","24","0","66.61619984859955","0"
"4251","88","27","14","0","68.15733433546286","0"
"4252","88","27","13","0","66.73132880698351","0"
"4253","88","27","13","0","68.8130239339084","0"
"4254","88","27","13","0","64.7622558053815","0"
"4255","88","27","17","0","64.19691695673794","0"
"4256","88","27","9","0","64.32835820895522","0"
"4258","88","27","10","0","63.616994610853496","0"
"4259","88","27","9","0","64.94935600850319","0"
"4260","88","27","13","0","65.2654867256637","0"
"4261","88","28","13","0","66.34735008708634","0"
"4257","88","27","16","0","67.66511171126933","0"
"4262","88","28","13","0","66.34506954015788","0"
"4263","88","28","11","0","67.41131704922057","0"
"4264","88","28","11","0","65.34175334323923","0"
"4266","88","28","12","0","65.91944820790738","0"
"4265","88","28","14","0","62.43799603174603","0"
"4267","88","28","11","0","65.97835551685533","0"
"4269","88","28","12","0","63.513171225937185","0"
"4268","88","28","16","0","68.12453669384729","0"
"4272","88","29","14","0","72.83935396375293","0"
"4271","88","29","15","0","73.07786185013424","0"
"4270","88","28","18","0","69.34234787953288","0"
"4275","88","29","14","0","73.58467545143974","0"
"4274","88","29","18","0","74.94063242094738","0"
"4273","88","29","18","0","76.02764208268795","0"
"4276","88","29","14","0","72.37325495958854","0"
"4280","88","29","12","0","72.13196700824793","0"
"4277","88","29","15","0","74.07640110580547","0"
"4278","88","29","15","0","73.67408298256164","0"
"4279","88","29","15","0","74.02104747919725","0"
"4281","88","30","12","0","73.62554790231684","0"
"4283","88","30","15","0","72.95912141549725","0"
"4282","88","30","18","0","74.97545409916543","0"
"4284","88","30","18","0","73.25567136725934","0"
"4285","88","30","15","0","75.43048059624775","0"
"4286","88","30","17","0","73.58696973380333","0"
"4288","88","30","17","0","71.9159456118665","0"
"4287","88","30","17","0","72.94980119284294","0"
"4289","88","30","14","0","73.84996900185989","0"
"4291","88","31","13","0","73.8263503281171","0"
"4290","88","30","19","0","73.51856405212688","0"
"4293","88","31","14","0","73.8608525232729","0"
"4292","88","31","20","0","74.64355948869223","0"
"4295","88","31","15","0","75.42877995377691","0"
"4294","88","31","18","0","74.34289848082952","0"
"4297","88","31","17","0","73.88527355989395","0"
"4298","88","31","13","0","74.91504854368932","0"
"4296","88","31","24","0","74.80793060718712","0"
"4299","88","31","15","0","72.10480781114819","0"
"4300","88","31","16","0","72.35952293126768","0"
"4301","88","32","13","0","72.80882531215906","0"
"4302","88","32","15","0","73.83589227284169","0"
"4305","88","32","11","0","73.1142643764003","0"
"4303","88","32","15","0","72.07486365889936","0"
"4304","88","32","14","0","72.91769344504682","0"
"4307","88","32","13","0","73.13543599257885","0"
"4309","88","32","13","0","75.81576305220884","0"
"4306","88","32","18","0","74.37242412888723","0"
"4311","88","33","12","0","72.52897918484358","0"
"4308","88","32","20","0","73.22244794311833","0"
"4312","88","33","17","0","74.02840059790734","0"
"4310","88","32","20","0","73.54758961681088","0"
"4316","88","33","13","0","74.76011174541479","0"
"4314","88","33","17","0","74.54752562966713","0"
"4313","88","33","24","0","72.5822168087698","0"
"4317","88","33","12","0","73.54161581645107","0"
"4315","88","33","20","0","73.00666502098248","0"
"4318","88","33","14","0","72.09331651954602","0"
"4320","88","33","13","0","73.33163848989449","0"
"4322","88","34","13","0","76.46540880503144","0"
"4319","88","33","20","0","73.81990285216091","0"
"4321","88","34","15","0","75.01530175052025","0"
"4324","88","34","16","0","75.6140350877193","0"
"4323","88","34","16","0","77.7643504531722","0"
"4325","88","34","14","0","74.08985754291976","0"
"4326","88","34","14","0","74.39714566929135","0"
"4328","88","34","13","0","77.50249003984064","0"
"4329","88","34","13","0","75.24981720692176","0"
"4330","88","34","13","0","75.74319260554584","0"
"4331","88","35","13","0","76.59808963997061","0"
"4333","88","35","13","0","75.7500619885941","0"
"4327","88","34","25","0","75.3786456377519","0"
"4332","88","35","13","0","74.56598276071385","0"
"4334","88","35","13","0","75.75946993374171","0"
"4336","88","35","11","0","75.22958550508811","0"
"4335","88","35","14","0","76.47849462365592","0"
"4338","88","35","10","0","75.62164797659679","0"
"4340","88","35","12","0","76.8532918610679","0"
"4341","88","36","13","0","75.66279780085522","0"
"4339","88","35","14","0","75.9254749147589","0"
"4337","88","35","15","0","76.15854388695965","0"
"4342","88","36","14","0","75.12002954573434","0"
"4343","88","36","15","0","76.38017951555392","0"
"4345","88","36","12","0","76.26343753861362","0"
"4346","88","36","13","0","76.42286267861468","0"
"4344","88","36","16","0","74.96892866020383","0"
"4347","88","36","11","0","75.20925652387986","0"
"4348","88","36","16","0","77.40078392944635","0"
"4350","88","36","15","0","74.6716232961586","0"
"4349","88","36","22","0","74.86808197324825","0"
"4352","88","37","13","0","76.55731662366384","0"
"4355","88","37","11","0","75.10163853640508","0"
"4353","88","37","13","0","75.84896407993135","0"
"4351","88","37","20","0","76.94940112441945","0"
"4356","88","37","14","0","77.17942219969589","0"
"4354","88","37","20","0","75.43579671004174","0"
"4357","88","37","14","0","77.29683068195831","0"
"4361","88","38","11","0","80.22919027830248","0"
"4360","88","37","13","0","75.1355440675829","0"
"4359","88","37","15","0","77.40535326742223","0"
"4358","88","37","19","0","75.40185094982952","0"
"4363","88","38","12","0","80.29525835105717","0"
"4364","88","38","15","0","80.35692307692308","0"
"4365","88","38","16","0","81.0206931572934","0"
"4362","88","38","19","0","81.37998531930512","0"
"4366","88","38","16","0","80.54577464788733","0"
"4368","88","38","17","0","83.95212506106498","0"
"4367","88","38","18","0","80.42673902318698","0"
"4369","88","38","20","0","81.65297485685835","0"
"4371","88","39","14","0","80.90192212912764","0"
"4372","88","39","13","0","81.37982195845697","0"
"4373","88","39","15","0","81.18884540117418","0"
"4370","88","38","26","0","82.21318765087028","0"
"4374","88","39","18","0","81.96276661324127","0"
"4376","88","39","19","0","82.8665568369028","0"
"4375","88","39","21","0","82.03191618954806","0"
"4378","88","39","15","0","81.7877094972067","0"
"4377","88","39","16","0","82.5594017609456","0"
"4381","88","40","11","0","79.61871315690455","0"
"4380","88","39","19","0","83.35607094133697","0"
"4379","88","39","24","0","81.32126921170054","0"
"4382","88","40","17","0","81.50727521452555","0"
"4384","88","40","15","0","80.80362766091447","0"
"4385","88","40","15","0","80.485046494094","0"
"4383","88","40","20","0","82.4739742804654","0"
"4386","88","40","17","0","81.90712074303406","0"
"4388","88","40","15","0","83.25741721039024","0"
"4387","88","40","25","0","80.53615960099751","0"
"4389","88","40","16","0","81.32603406326034","0"
"4390","88","40","17","0","82.445371961699","0"
"4393","88","41","14","0","80.65112837587866","0"
"4394","88","41","15","0","83.0869672333087","0"
"4391","88","41","20","0","82.84368414528325","0"
"4392","88","41","18","0","83.62279843444227","0"
"4395","88","41","13","0","81.82949595519602","0"
"4396","88","41","15","0","82.42764684332641","0"
"4397","88","41","19","0","81.56028368794325","0"
"4400","88","41","17","0","81.5194564546016","0"
"4398","88","41","24","0","83.24600950408188","0"
"4401","88","42","21","0","82.09438426098868","0"
"4402","88","42","20","0","83.03745136186771","0"
"4399","88","41","24","0","82.61845386533666","0"
"4403","88","42","21","0","82.32700551132885","0"
"4404","88","42","17","0","84.009009009009","0"
"4405","88","42","15","0","82.47041420118343","0"
"4406","88","42","14","0","83.16357835317217","0"
"4407","88","42","16","0","82.7190332326284","0"
"4410","88","42","15","0","83.22667979325622","0"
"4409","88","42","16","0","82.67166042446942","0"
"4412","88","43","21","0","87.27272727272727","0"
"4411","88","43","21","0","86.46345853834153","0"
"4413","88","43","22","0","86.46737782188043","0"
"4408","88","42","29","0","82.16679076693968","0"
"4414","88","43","24","0","86.77655223695625","0"
"4415","88","43","20","0","87.45204801385967","0"
"4416","88","43","22","0","86.51436993367723","0"
"4417","88","43","25","0","85.96772206480226","0"
"4418","88","43","17","0","86.732626057933","0"
"4419","88","43","18","0","87.56348321565713","0"
"4421","88","44","17","0","88.64965774735532","0"
"4420","88","43","20","0","86.05081401085349","0"
"4423","88","44","19","0","85.66203365032918","0"
"4425","88","44","15","0","86.0099132589839","0"
"4422","88","44","23","0","85.96879223491828","0"
"4424","88","44","22","0","86.77423297885343","0"
"4428","88","44","23","0","85.79118678017026","0"
"4427","88","44","27","0","86.38827297363882","0"
"4429","88","44","23","0","86.41482019614966","0"
"4430","88","44","16","0","87.9975505205144","0"
"4426","88","44","32","0","86.83651804670913","0"
"4431","88","45","17","0","86.15787504676393","0"
"4433","88","45","16","0","85.96664607782581","0"
"4432","88","45","29","0","86.21790934774597","0"
"4435","88","45","16","0","85.21922742516458","0"
"4434","88","45","22","0","88.35000633151829","0"
"4436","88","45","20","0","86.62023460410558","0"
"4438","88","45","23","0","86.09665427509293","0"
"4437","88","45","27","0","86.23853211009175","0"
"4439","88","45","28","0","86.15365612648222","0"
"4440","88","45","24","0","85.69362420151863","0"
"4443","88","46","15","0","86.29208040687818","0"
"4441","88","46","23","0","87.37983731821542","0"
"4445","88","46","15","0","85.95787362086259","0"
"4442","88","46","25","0","87.19744440348937","0"
"4446","88","46","17","0","86.35733198839995","0"
"4444","88","46","26","0","86.11597100724819","0"
"4447","88","46","18","0","85.77981651376146","0"
"4449","88","46","20","0","87.02042850024912","0"
"4450","88","46","16","0","87.1712951585156","0"
"4451","88","47","18","0","86.8484555984556","0"
"4452","88","47","20","0","87.57167788581401","0"
"4448","88","46","35","0","87.5825956863234","0"
"4454","88","47","21","0","85.30138339920948","0"
"4453","88","47","26","0","87.0320197044335","0"
"4455","88","47","23","0","86.3107628260071","0"
"4456","88","47","20","0","85.4287476866132","0"
"4458","88","47","20","0","87.23723723723724","0"
"4457","88","47","22","0","86.77878713479008","0"
"4459","88","47","18","0","86.10607708106802","0"
"4461","88","48","17","0","87.02597244238508","0"
"4460","88","47","22","0","87.77140004991266","0"
"4462","88","48","20","0","88.16241413150148","0"
"4463","88","48","20","0","87.25644439065715","0"
"4464","88","48","22","0","86.40167364016736","0"
"4465","88","48","24","0","85.95171660803106","0"
"4466","88","48","22","0","86.93093093093093","0"
"4467","88","48","21","0","86.60298799902033","0"
"4469","88","48","20","0","85.8759842519685","0"
"4471","88","49","16","0","87.65120967741935","0"
"4468","88","48","24","0","87.8574035770775","0"
"4470","88","48","23","0","86.97140063554143","0"
"4474","88","49","16","0","86.74135171734581","0"
"4475","88","49","19","0","86.03351955307262","0"
"4473","88","49","22","0","85.23680315737543","0"
"4472","88","49","29","0","86.24252988047809","0"
"4476","88","49","23","0","87.19084533038021","0"
"4478","88","49","20","0","85.35379152929242","0"
"4477","88","49","21","0","86.15515979507197","0"
"4479","88","49","18","0","86.87065707667927","0"
"4480","88","49","19","0","85.76852418860992","0"
"4482","88","50","24","0","86.72588514950583","0"
"4485","88","50","15","0","86.64588528678304","0"
"4483","88","50","21","0","86.72731804586242","0"
"4481","88","50","26","0","87.02991187787018","0"
"4486","88","50","17","0","86.26154230097329","0"
"4487","88","50","19","0","85.86742237555445","0"
"4484","88","50","26","0","87.84225069078121","0"
"4488","88","50","19","0","88.3683953033268","0"
"4489","88","50","23","0","86.511119212541","0"
"4490","88","50","28","0","87.31599607458293","0"
"4491","88","51","45","0","94.42938131624354","0"
"4494","88","51","41","0","93.14867018016913","0"
"4496","88","51","35","0","93.7080328276548","0"
"4492","88","51","46","0","93.71670702179176","0"
"4495","88","51","40","0","93.83179835191468","0"
"4493","88","51","53","0","94.01378643124924","0"
"4497","88","51","45","0","93.31783135479134","0"
"4498","88","51","47","0","93.92942961932465","0"
"4500","88","51","32","0","93.91925777331997","0"
"4502","88","52","31","0","93.76767055931161","0"
"4503","88","52","30","0","94.38479575465877","0"
"4499","88","51","41","0","94.45418127190787","0"
"4501","88","52","45","0","94.39697265625","0"
"4504","88","52","44","0","93.44181459566076","0"
"4505","88","52","39","0","94.09876543209876","0"
"4507","88","52","31","0","94.4423676012461","0"
"4509","88","52","34","0","93.76265182186235","0"
"4508","88","52","38","0","94.84751598622725","0"
"4506","88","52","49","0","93.53239995043985","0"
"4510","88","52","41","0","93.45414201183432","0"
"4511","88","53","48","0","94.5183738249298","0"
"4514","88","53","35","0","93.954168698196","0"
"4512","88","53","59","0","94.13243922883487","0"
"4516","88","53","41","0","93.78701801039526","0"
"4517","88","53","41","0","93.63001745200698","0"
"4513","88","53","60","0","94.56402772710689","0"
"4515","88","53","50","0","94.50309428467419","0"
"4518","88","53","43","0","94.29787234042554","0"
"4520","88","53","47","0","93.90273704789834","0"
"4521","88","54","38","0","94.06927485671568","0"
"4525","88","54","31","0","93.88854101440201","0"
"4523","88","54","37","0","94.18355784967896","0"
"4519","88","53","71","0","94.37688139674894","0"
"4524","88","54","47","0","94.54679439941046","0"
"4526","88","54","51","0","94.49775294546338","0"
"4527","88","54","30","0","92.8545209837269","0"
"4522","88","54","62","0","93.95997574287446","0"
"4528","88","54","37","0","95.05071489673715","0"
"4530","88","54","39","0","95.0597511395836","0"
"4533","88","55","31","0","94.32141531609551","0"
"4531","88","55","43","0","93.01926144031407","0"
"4532","88","55","46","0","93.70560862111192","0"
"4534","88","55","41","0","94.3680981595092","0"
"4535","88","55","41","0","93.5468100708873","0"
"4529","88","54","69","0","93.97175744630356","0"
"4536","88","55","39","0","93.91544348262451","0"
"4537","88","55","51","0","94.2487684729064","0"
"4538","88","55","52","0","93.89983682691101","0"
"4539","88","55","47","0","93.70579067258123","0"
"4542","88","56","35","0","94.49246727587058","0"
"4541","88","56","48","0","94.08608706255335","0"
"4540","88","55","56","0","94.34704830053667","0"
"4543","88","56","53","0","93.94682024261732","0"
"4545","88","56","40","0","93.87705118785206","0"
"4544","88","56","64","0","94.37438180019782","0"
"4547","88","56","37","0","93.91175745624845","0"
"4548","88","56","38","0","94.15182987141444","0"
"4546","88","56","49","0","94.38955970240274","0"
"4550","88","56","36","0","93.82940108892922","0"
"4549","88","56","50","0","94.19664859536717","0"
"4553","88","57","34","0","94.01773448232797","0"
"4552","88","57","37","0","93.94766216048616","0"
"4551","88","57","50","0","92.78704612365064","0"
"4554","88","57","41","0","94.4735240413877","0"
"4555","88","57","41","0","94.26633785450062","0"
"4559","88","57","39","0","93.81172646580822","0"
"4556","88","57","63","0","94.54721315439487","0"
"4558","88","57","50","0","93.87730649412892","0"
"4557","88","57","77","0","94.1147859922179","0"
"4560","88","57","60","0","94.36515748031496","0"
"4561","88","58","84","0","97.52378628933886","0"
"4567","88","58","62","0","97.3635120009949","0"
"4564","88","58","93","0","97.53512447621395","0"
"4568","88","58","77","0","97.56991085602638","0"
"4562","88","58","140","0","97.75185320209016","0"
"4566","88","58","117","0","97.31279111429595","0"
"4565","88","58","127","0","97.68428709990302","0"
"4563","88","58","159","0","97.73728712635466","0"
"4569","88","58","113","0","97.75142080553496","0"
"4572","88","59","80","0","97.44035785288271","0"
"4571","88","59","93","0","97.46681281208134","0"
"4573","88","59","89","0","97.47664685187432","0"
"4575","88","59","72","0","97.50577929188465","0"
"4574","88","59","90","0","97.55714112951989","0"
"4576","88","59","104","0","97.62662099339369","0"
"4577","88","59","92","0","97.33900364520048","0"
"4578","88","59","93","0","97.66124171187462","0"
"4570","88","58","206","0","98.02015411973917","0"
"4580","88","59","82","0","97.46773202212663","0"
"4579","88","59","132","0","97.48031496062993","0"
"4581","88","60","121","0","97.55027422303473","0"
"4582","88","60","112","0","97.6100934125925","0"
"4585","88","60","69","0","97.62860269974462","0"
"4591","89","10","2","0","50.083254043767845","0"
"4592","89","10","2","0","50.08339289969026","0"
"4593","89","10","2","0","51.25925925925926","0"
"4594","89","10","4","0","50.41557824744716","0"
"4586","88","60","85","0","97.70015988193335","0"
"4595","89","10","2","0","51.84451596929933","0"
"4597","89","10","1","0","49.10201149425287","0"
"4583","88","60","133","0","97.49846719803801","0"
"4596","89","10","3","0","51.61441272812354","0"
"4584","88","60","110","0","97.89910979228486","0"
"4598","89","10","2","0","50.2304706453178","0"
"4599","89","10","2","0","50.84215591915303","0"
"4600","89","10","2","0","51.509178267832944","0"
"4601","89","11","3","0","49.739740951458664","0"
"4602","89","11","1","0","51.19911450006149","0"
"4604","89","11","2","0","51.47005444646098","0"
"4603","89","11","2","0","51.67964946445959","0"
"4606","89","11","2","0","51.68307206221898","0"
"4605","89","11","3","0","51.27952755905512","0"
"4608","89","11","2","0","50.69218731190562","0"
"4607","89","11","3","0","50.42067307692307","0"
"4609","89","11","2","0","50.5698351115422","0"
"4610","89","11","2","0","50.26190766232184","0"
"4612","89","12","1","0","50.61788816835923","0"
"4611","89","12","3","0","51.02194357366771","0"
"4614","89","12","3","0","51.17081587379837","0"
"4615","89","12","2","0","49.46054067159656","0"
"4613","89","12","4","0","50.01806140878988","0"
"4616","89","12","4","0","51.27392417408265","0"
"4617","89","12","2","0","52.10500846842487","0"
"4618","89","12","2","0","50.480076812289965","0"
"4619","89","12","2","0","51.17978200982154","0"
"4620","89","12","1","0","50.646551724137936","0"
"4622","89","13","2","0","51.87776141384389","0"
"4624","89","13","3","0","53.09914878311953","0"
"4623","89","13","5","0","52.04635108481263","0"
"4621","89","13","7","0","52.05230657464585","0"
"4625","89","13","4","0","52.17391304347826","0"
"4626","89","13","3","0","51.28642848433118","0"
"4627","89","13","4","0","51.98849424712356","0"
"4628","89","13","4","0","51.702748722938466","0"
"4629","89","13","4","0","53.29213216068457","0"
"4630","89","13","3","0","52.55421686746988","0"
"4631","89","14","3","0","52.951872954297485","0"
"4632","89","14","3","0","52.12492345376607","0"
"4633","89","14","3","0","51.48777255752319","0"
"4634","89","14","4","0","53.56749479867825","0"
"4635","89","14","3","0","52.500305660838734","0"
"4636","89","14","3","0","52.41319871952721","0"
"4637","89","14","3","0","51.0040655414562","0"
"4639","89","14","5","0","51.74999999999999","0"
"4638","89","14","5","0","51.58866995073892","0"
"4587","88","60","136","0","97.72277227722772","0"
"4640","89","14","5","0","52.022147327876745","0"
"4641","89","15","6","0","54.26091209194278","0"
"4642","89","15","5","0","55.47183351273771","0"
"4644","89","15","5","0","53.84802727715539","0"
"4645","89","15","7","0","55.414398064125834","0"
"4643","89","15","8","0","54.436838830118226","0"
"4646","89","15","7","0","56.03847090333577","0"
"4647","89","15","5","0","55.16284680337756","0"
"4648","89","15","7","0","54.668765895603734","0"
"4649","89","15","7","0","54.55219271155034","0"
"4651","89","16","6","0","55.33832677415259","0"
"4650","89","15","9","0","55.157557853274255","0"
"4652","89","16","7","0","54.88846701471286","0"
"4590","88","60","108","0","97.70581909427649","0"
"4653","89","16","6","0","54.18092909535452","0"
"4654","89","16","7","0","55.02671199611462","0"
"4656","89","16","5","0","56.06508875739645","0"
"4655","89","16","9","0","56.8906268515227","0"
"4657","89","16","5","0","54.49417535254445","0"
"4658","89","16","5","0","53.78871342881626","0"
"4659","89","16","7","0","54.99633520645004","0"
"4660","89","16","6","0","54.19975932611312","0"
"4661","89","17","8","0","56.699928724162504","0"
"4663","89","17","7","0","58.60316709997636","0"
"4662","89","17","8","0","54.87012987012987","0"
"4589","88","60","134","0","97.80812073302192","0"
"4665","89","17","8","0","56.17762922287215","0"
"4664","89","17","13","0","56.548272915903816","0"
"4666","89","17","9","0","58.135551749449476","0"
"4667","89","17","9","0","56.3800792864222","0"
"4668","89","17","8","0","56.93491124260355","0"
"4671","89","18","7","0","55.895610913404504","0"
"4669","89","17","11","0","57.22667943958807","0"
"4670","89","17","11","0","54.79176526265973","0"
"4672","89","18","9","0","57.19724883321051","0"
"4673","89","18","10","0","57.3490813648294","0"
"4674","89","18","9","0","56.632344033918834","0"
"4675","89","18","9","0","56.99333967649858","0"
"4676","89","18","8","0","58.549783549783555","0"
"4677","89","18","10","0","56.71182266009852","0"
"4679","89","18","8","0","56.208425720620845","0"
"4678","89","18","8","0","58.2769453842436","0"
"4683","89","19","6","0","55.75469397707876","0"
"4681","89","19","8","0","56.31597675246115","0"
"4682","89","19","8","0","56.16239729337844","0"
"4680","89","18","12","0","54.48406586897288","0"
"4684","89","19","9","0","56.62940257242457","0"
"4686","89","19","9","0","57.66754113999523","0"
"4688","89","19","6","0","55.66184383594403","0"
"4687","89","19","8","0","56.14334470989761","0"
"4689","89","19","7","0","56.78952473326867","0"
"4685","89","19","14","0","55.35479238961349","0"
"4690","89","19","8","0","56.143079315707624","0"
"4691","89","20","6","0","55.723746452223274","0"
"4692","89","20","8","0","56.44061715105848","0"
"4694","89","20","7","0","58.891846116622304","0"
"4693","89","20","9","0","57.53457898568308","0"
"4695","89","20","10","0","58.02863566441842","0"
"4697","89","20","7","0","57.999758132785104","0"
"4696","89","20","10","0","55.77275503970678","0"
"4698","89","20","8","0","56.57894736842105","0"
"4588","88","60","188","0","97.77509068923821","0"
"4701","89","21","6","0","56.58069984259596","0"
"4700","89","20","7","0","56.32252661801651","0"
"4699","89","20","8","0","57.5393487925027","0"
"4703","89","21","6","0","56.98263386396527","0"
"4704","89","21","7","0","58.0206033848418","0"
"4702","89","21","9","0","57.918170878459684","0"
"4705","89","21","7","0","56.195965417867434","0"
"4708","89","21","6","0","57.39381542533991","0"
"4706","89","21","9","0","58.4307992202729","0"
"4709","89","21","8","0","56.42553191489361","0"
"4707","89","21","11","0","57.404265632573924","0"
"4710","89","21","9","0","57.058397683397686","0"
"4712","89","22","6","0","56.51014492753623","0"
"4711","89","22","9","0","56.42464771913064","0"
"4713","89","22","8","0","55.816487108098286","0"
"4714","89","22","7","0","57.39003289874497","0"
"4715","89","22","9","0","59.47489972043272","0"
"4716","89","22","8","0","55.07780021380212","0"
"4722","89","23","6","0","56.894394394394396","0"
"4717","89","22","11","0","56.362302896956365","0"
"4718","89","22","9","0","56.59817080413351","0"
"4719","89","22","9","0","56.72452473727713","0"
"4723","89","23","6","0","56.07683782785371","0"
"4721","89","23","11","0","56.997635933806144","0"
"4724","89","23","8","0","59.11127255115631","0"
"4720","89","22","11","0","57.5735648818138","0"
"4726","89","23","7","0","56.59543989495046","0"
"4725","89","23","8","0","56.678529062870695","0"
"4729","89","23","7","0","56.606733437914805","0"
"4728","89","23","9","0","57.096735621188564","0"
"4730","89","23","7","0","57.27767695099818","0"
"4732","89","24","7","0","56.281649385097666","0"
"4727","89","23","12","0","56.38640429338104","0"
"4731","89","24","8","0","56.733866157700106","0"
"4733","89","24","6","0","57.4462890625","0"
"4734","89","24","9","0","59.02835945913605","0"
"4735","89","24","7","0","57.12202236266407","0"
"4737","89","24","6","0","56.00379686758424","0"
"4736","89","24","9","0","57.83555018137848","0"
"4740","89","24","7","0","56.09099804305284","0"
"4738","89","24","8","0","56.69696244917483","0"
"4741","89","25","7","0","58.380256379537556","0"
"4739","89","24","11","0","58.686414956901785","0"
"4747","89","25","5","0","57.204700061842914","0"
"4742","89","25","9","0","56.66746183206107","0"
"4743","89","25","9","0","57.3989930001228","0"
"4745","89","25","9","0","56.298449612403104","0"
"4744","89","25","11","0","58.07147997121612","0"
"4748","89","25","7","0","56.224267377088886","0"
"4746","89","25","10","0","56.694636993797886","0"
"4749","89","25","7","0","59.017187121762284","0"
"4750","89","25","10","0","57.429766885833835","0"
"4753","89","26","13","0","67.04906028801561","0"
"4754","89","26","13","0","66.37720156555773","0"
"4755","89","26","14","0","66.47240723120838","0"
"4751","89","26","17","0","68.10563125527554","0"
"4756","89","26","16","0","68.36067595904774","0"
"4758","89","26","11","0","66.49572649572649","0"
"4757","89","26","16","0","67.68183446793265","0"
"4752","89","26","26","0","67.42396482227923","0"
"4760","89","26","13","0","64.7844194022538","0"
"4762","89","27","12","0","65.77043646009163","0"
"4763","89","27","14","0","65.97774244833067","0"
"4759","89","26","18","0","67.25578017189203","0"
"4761","89","27","16","0","67.92657891558991","0"
"4764","89","27","13","0","64.16686474922749","0"
"4765","89","27","19","0","64.05314819248264","0"
